
SUBJ	CRSE	SECTION	CRN	TITLE	CREDITS		M	T	W	TH	F	SAT	SUN	START	END	PROFESSOR	DISTRIBUTION	DJ	CLASS_CAP
MUS	177		92304	Jazz Through the Prism of History I	4		M	.	W	.	.	.	.	11:50 AM	1:10 PM	Angelica Sanchez	AA 		20
MUS	185		92310	Introduction to Ethnomusicology	4		.	.	W	.	F	.	.	11:50 AM	1:10 PM	Whitney Slaten	SA 	D+J	20
MUS	201		92292	Music Theory / Ear Training	4		M	.	W	.	.	.	.	11:50 AM	1:10 PM	David Sytkowski/Renee Louprette	PA 		20
 	 		 			and	.	T	.	Th	.	.	.	11:50 AM	1:10 PM				
MUS	225		92268	Introduction to Conducting	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	James Bagwell	None		8
MUS	240	A	92307	Introduction to Electronic Music	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Matthew Sargent	PA 		15
MUS	240	B	92308	Introduction to Electronic Music	4		M	.	W	.	.	.	.	11:50 AM	1:10 PM	Matthew Sargent	PA 		15
MUS	254A		92275	Diction and Pronunciation for Singers: French, Italian, Spanish	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Lucy Fitz Gibbon	PA 		12
MUS	264		92286	Literature & Language of Music: Baroque and Classical	4		M	.	W	.	.	.	.	3:30 PM	4:50 PM	Peter Laki	AA 		20
MUS	266A		92273	American Popular Song I (1900-1929)	4		M	.	W	.	.	.	.	11:50 AM	1:10 PM	John Esposito	AA 		16
MUS	276		92276	Introduction to Opera	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Christopher Gibbs	AA 		16
MUS	278		92328	Music of the Black Atlantic	4		M	.	W	.	.	.	.	1:30 PM	2:50 PM	Roland Vazquez	AA 		16
MUS	296		92298	Songwriting Fundamentals	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Franz Nicolay	PA 		12
MUS	299		92477	Special Topics in Music History: Stravinsky and the Modern World	4		.	T	.	Th	.	.	.	3:30 PM	4:50 PM	Sima Mitchell	AA 		15
MUS	326		92280	History of Electronic Music	4		M	.	W	.	.	.	.	1:30 PM	2:50 PM	Sarah Hennies	AA 		15
MUS	334		92311	Field Methods:Ethnomusicology	4		.	.	W	.	.	.	.	9:10 AM	11:30 AM	Whitney Slaten	SA 		10
MUS	366C		92274	Adv Contemp Improv Techn III	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	John Esposito	PA 		10
MUS	367A		92288	Jazz Composition I	4		.	.	W	.	.	.	.	5:40 PM	8:00 PM	Erica Lindsay	PA 		10
MUS	373		92461	Pentatonicism and Culture	4		.	.	.	.	F	.	.	9:10 AM	11:30 AM	Whitney Slaten	AA 		12
MUS	382		92309	The Recording Studio as a Compositional Tool	4		.	T	.	.	.	.	.	12:30 PM	2:50 PM	Matthew Sargent	PA 		10
MUS	384		92284	The String Quartets of Beethoven	4		.	T	.	.	.	.	.	3:10 PM	5:30 PM	Peter Laki	AA 		8
MUS	WKSH	GM	92277	Chamber Music Workshop	2		.	.	.	.	.	.	.			Blair McMillen/Marka Gustavsson/Raman Ramakrishnan	PA 		12
MUS	WKSH	EK	92282	 Advanced Orchestral Audition Preparation Workshop	2		.	.	.	.	F	.	.	4:00 PM	5:30 PM	Erica Kiesewetter	PA 		8
MUS	WKSHA		92459	Composition Workshop	2		.	.	.	Th	.	.	.	12:30 PM	2:50 PM	George Tsontakis	PA 		12
MUS	WKSHB	RM	92296	“This Woman’s Work”: Art Song by Women Composers	2		M	.	.	.	.	.	.	12:30 PM	2:50 PM	Rufus Muller	PA 		15
MUS	WKSHD		92271	Sight Reading Workshop	2		.	T	.	.	.	.	.	12:00 PM	1:00 PM	Michael DeMicco	PA 		14
MUS	WKSHD	CM	92313	Chamber Music Sight Reading Workshop	2		.	T	.	.	.	.	.	12:30 PM	2:30 PM	Patricia Spencer	PA 		10
MUS	WKSHL		92269	Opera Workshop	2		.	.	W	.	.	.	.	3:40 PM	6:00 PM	David Sytkowski/Rufus Muller/Teresa Buchholz	PA 		10
MUS	WKSHN		92317	Hands-on Music History	2		.	T	.	.	.	.	.	5:00 PM	7:20 PM	Patricia Spencer/Peter Laki	PA 		12
MUS	WKSP3		92289	Jazz Improvisation Workshop	2		.	.	.	Th	.	.	.	3:00 PM	5:40 PM	Erica Lindsay	PA 		10
MUS	WKSP7		92300	Jazz Vocal Workshop I	2		.	T	.	.	.	.	.	3:00 PM	6:00 PM	Pamela Pentony	PA 		15
MUS	WKSPJ		92303	Jazz Innovations	2		.	.	W	.	.	.	.	3:00 PM	5:00 PM	Marcus Roberts	PA 		10
MUS	WKSPM		92320	Musical Theater Performance Workshop	2		.	.	.	Th	.	.	.	5:30 PM	8:30 PM	David Sytkowski	PA 		25
MUS	WKSPQ		92306	Sun Ra Ensemble; Pictures of Infinity Workshop	2		.	T	.	.	.	.	.	2:00 PM	4:00 PM	Angelica Sanchez	PA 		12
MUS	WKSPZ		92321	Jazz Piano Workshop	2		.	.	.	Th	.	.	.	1:20 PM	3:00 PM	Francesca Tanksley	PA 		15
PHIL	103		92084	Introduction to Philosophy: Classics of Western Philosophy	4		M	.	W	.	.	.	.	3:30 PM	4:50 PM	Garry Hagberg	MBV 		22
PHIL	104		92085	Introduction to Philosophy: From Global Perspectives	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Yarran Hominh	MBV 	D+J	22
PHIL	110		92083	Introduction to Philosophy: Life, Death, Meaning	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Ruth Zisman	MBV 		22
PHIL	154		92086	Introduction to Philosophy: Philosophy and/of Education	4		M	.	W	.	.	.	.	11:50 AM	1:10 PM	Seth Halvorson	MBV 		20
PHIL	212		92091	Early Greek Thinking	4		M	.	W	.	.	.	.	8:30 AM	9:50 AM	Jay Elliott	MBV 		22
PHIL	256		92087	Environmental Ethics	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Nicholas Dunn	MBV 		22
PHIL	276		92092	Philosophy of Care	4		M	.	W	.	.	.	.	3:30 PM	4:50 PM	Seth Halvorson	MBV 		15
PHIL	277		92088	The Frankfurt School: Social Sciences and Humanities Revisited from the Hotel Abyss	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Archie Magno	MBV 		15
PHIL	323		92095	From Structuralism to Deconstruction	4		M	.	.	.	.	.	.	3:10 PM	5:30 PM	Robert Weston	MBV 		16
PHIL	324		92094	Virtual and Physical Reality: Ways of Immediate Knowing	4		.	T	.	.	.	.	.	3:10 PM	5:30 PM	Roger Berkowitz	MBV 		15
PHIL	338		92093	W. E. B. Du Bois	4		.	T	.	.	.	.	.	12:30 PM	2:50 PM	Yarran Hominh	MBV 	D+J	15
PHIL	385		92096	Wittgenstein	4		.	.	.	Th	.	.	.	12:30 PM	2:50 PM	Robert Tully	MBV 		18
PHIL	403		92097	Senior Project Colloquium	0		M	.	.	.	.	.	.	12:30 PM	2:50 PM	Jay Elliott	None		15
PHOT	101	A	92329	Introduction to Photography	4		M	.	.	.	.	.	.	10:10 AM	1:10 PM	Stephen Shore	PA 		12
PHOT	101	B	92330	Introduction to Photography	4		.	T	.	.	.	.	.	3:00 PM	6:00 PM	Gilles Peress	PA 		12
PHOT	101	C	92331	Introduction to Photography	4		.	.	W	.	.	.	.	3:00 PM	6:00 PM	An-My Le	PA 		12
PHOT	101	D	92332	Introduction to Photography	4		.	.	.	.	F	.	.	10:10 AM	1:10 PM	Jasmine Clarke	PA 		12
PHOT	114		92343	Photosensitivity: Practicing Mindful Photography	4		.	.	.	Th	.	.	.	1:30 PM	4:30 PM	Tatjana Myoko von Prittwitz und Gaffron/Timothy Davis	PA 		12
PHOT	201	A	92334	The View Camera	4		.	T	.	.	.	.	.	10:10 AM	1:10 PM	Lucas Blalock	PA 		8
PHOT	201	B	92335	The View Camera	4		.	.	.	.	F	.	.	1:30 PM	4:30 PM	Timothy Davis	PA 		8
PHOT	203	A	92336	Color Photography	4		.	.	.	Th	.	.	.	10:10 AM	1:10 PM	Jasmine Clarke	PA 		8
PHOT	203	B	92338	Color Photography	4		.	.	W	.	.	.	.	10:10 AM	1:10 PM	Timothy Davis	PA 		8
PHOT	203P	A	92337	Color Photography: Production and Practice	2		.	T	.	.	.	.	.	10:00 AM	11:30 AM	Laura Steele	PA 		8
PHOT	203P	B	92339	Color Photography: Production and Practice	2		M	.	.	.	.	.	.	10:00 AM	11:30 AM	Laura Steele	PA 		8
PHOT	216		92344	Art and the Uses of Photography	4		.	.	W	.	.	.	.	10:10 AM	1:10 PM	Lucas Blalock	PA 		12
PHOT	230		92341	Bookmaking for Visual Artists	4		.	T	.	.	.	.	.	1:30 PM	4:30 PM	Tanya Marcuse	PA 		8
PHOT	301		92340	Advanced Photography	4		.	.	.	Th	.	.	.	6:15 PM	9:15 PM	. TBA	PA 		8
PHOT	311		92333	Queer Perspectives in Photography	4		.	.	.	Th	.	.	.	1:30 PM	4:30 PM	Bryson Rand	PA 		8
PHOT	SEM		92342	Senior Seminar	0		M	.	.	.	.	.	.	1:30 PM	4:30 PM	Tanya Marcuse	AA 		25
PHYS	141		91933	Introduction to Physics I	4		M	.	W	.	F	.	.	10:10 AM	11:30 AM	Antonios Kontos	LS 		24
PHYS	141	LBA	91934	Introduction to Physics I	0		.	T	.	.	.	.	.	1:20 PM	3:20 PM	Clara Sousa-Silva	LS 		12
PHYS	141	LBB	91935	Introduction to Physics I	0		.	T	.	.	.	.	.	3:30 PM	5:30 PM	Clara Sousa-Silva	LS 		12
PHYS	221		91936	Mathematical Methods of Physics I	4		.	T	.	Th	F	.	.	10:10 AM	11:30 AM	Clara Sousa-Silva	MC 		16
PHYS	241		91937	Modern Physics	4		.	T	.	Th	F	.	.	1:30 PM	2:50 PM	Shuo Zhang	LS 		16
 	 		 			and	.	.	.	Th	.	.	.	3:00 PM	4:20 PM				
PHYS	314		91939	Thermal Physics	4		M	.	W	.	.	.	.	11:50 AM	1:10 PM	Antonios Kontos	MC 		16
 	 		 			and	.	.	.	.	F	.	.	1:30 PM	2:50 PM				
PS	100	A	92098	The Politics of Citizenship	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Simon Gilhooley	SA 		15
PS	100	B	92099	The Politics of Citizenship	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Bill Dixon	SA 		15
PS	103		92100	Authority, Equality, Freedom: Introduction to Political Theory	4		.	T	.	Th	.	.	.	1:30 PM	2:50 PM	Mie Inouye	SA 		18
PS	104		92101	Anarchy, Violence, Power: Introduction to International Relations	4		.	T	.	Th	.	.	.	3:30 PM	4:50 PM	Michelle Murray	SA 		22
PS	105		92102	States, Regimes, Society: Introduction to Comparative Politics	4		M	.	W	.	.	.	.	11:50 AM	1:10 PM	Omar Encarnacion	SA 		18
PS	207		92106	Global Citizenship	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Michelle Murray	SA 	D+J	22
PS	237		92105	Foundations of Law	4		M	.	W	.	.	.	.	3:30 PM	4:50 PM	Roger Berkowitz	MBV 		18
PS	246		92107	War Abolition	4		.	.	W	.	.	.	.	11:50 AM	1:10 PM	Christopher McIntosh	SA 		22
PS	261		92104	The Struggle for Voting Rights at Colleges	4		.	T	.	Th	.	.	.	12:00 PM	1:20 PM	Jonathan Becker/Simon Gilhooley	SA 		18
PS	264		92458	U.S. and the Modern Middle East	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Frederic Hof	HA 		18
PS	270		92428	All Politics is Local	4		M	.	.	.	.	.	.	1:30 PM	2:50 PM	Erin Cannan-Campolong/Malia Du Mont	SA 		15
PS	296		92103	Projecting Militarism: Politics and Militarism on Film	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Pinar Kemerli	SA 		20
PS	312		92109	Critical Political Economy	4		.	T	.	.	.	.	.	12:30 PM	2:50 PM	Lucas Guimaraes Pinheiro	SA 		15
PS	330		92110	Global Crisis of Democracy	4		M	.	.	.	.	.	.	3:10 PM	5:30 PM	Omar Encarnacion	SA 		15
PS	403		92111	Senior Project Colloquium	0		.	T	.	.	.	.	.	9:10 AM	11:30 AM	Christopher McIntosh	SA 		22
PSY	141	B	91941	Introduction to Psychological Science	4		.	T	.	Th	.	.	.	8:30 AM	9:50 AM	Elena Kim	SA 		22
PSY	141	C	91942	Introduction to Psychological Science	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Sarah Dunphy-Lelii	SA 		22
PSY	141	A	91943	Introduction to Psychological Science	4		M	.	W	.	.	.	.	3:30 PM	4:50 PM	Justin Hulbert	SA 		22
PSY	201		91947	Design and Analysis in Psychology I	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Frank Scalzo	LS 		18
 	 		 			and	.	.	W	.	.	.	.	10:10 AM	12:10 PM				
PSY	202		91944	Design and Analysis in Psychology II	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Justin Dainer-Best	MC 		36
PSY	202	LBA	91945	Design & Analysis in Psychology II Lab A	0		.	.	.	Th	.	.	.	10:10 AM	12:10 PM	Justin Dainer-Best	MC 		18
PSY	202	LBB	91946	Design & Analysis in Psychology II Lab B	0		.	.	.	Th	.	.	.	1:30 PM	3:30 PM	Justin Dainer-Best	MC 		18
PSY	211		91948	Child Abnormal Psychology	4		.	T	.	Th	.	.	.	8:30 AM	9:50 AM	Sarah Dunphy-Lelii	SA 		22
PSY	216		91949	Gender in the History of Psychological Disorders	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Elena Kim	SA 		16
PSY	219		91951	Forensic Psychology and Criminal Behavior	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Joshua Nelson	SA 		22
PSY	220		91950	Social Psychology	4		.	T	.	.	F	.	.	1:30 PM	2:50 PM	Kristin Lane	SA 		22
PSY	312		91953	Psychology of Baseball	4		.	.	.	Th	.	.	.	12:30 PM	2:50 PM	Kristin Lane	SA 		12
PSY	335		91952	Science of Forgetting	4		.	T	.	.	.	.	.	3:10 PM	5:30 PM	Justin Hulbert	SA 		12
PSY	350		91954	Global Perspectives on Mental Health	4		.	.	W	.	.	.	.	9:10 AM	11:30 AM	Elena Kim	SA 		12
PSY	405		91955	Senior Conference	1		.	.	.	Th	.	.	.	4:00 PM	5:00 PM	Frank Scalzo	SA 		36
PSY	DEV		91956	Research in Developmental Psychology	2		.	.	.	Th	.	.	.	1:30 PM	3:30 PM	Sarah Dunphy-Lelii	None		6
REL	103		92072	Buddhism	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Dominique Townsend	MBV 	D+J	18
REL	104		92073	Introduction to Judaism	4		M	.	W	.	.	.	.	8:30 AM	10:50 AM	Shai Secunda	MBV 	D+J	20
REL	106		92074	Islam	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Claire-Marie Hefner	MBV 	D+J	20
REL	111		92076	First Bible	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Bruce Chilton/Mary Grace Williams	MBV 		20
REL	216		92080	Jewish Mysticism	4		M	.	W	.	.	.	.	4:40 PM	7:00 PM	Shai Secunda	MBV 		20
REL	238		92077	Radical Non-violence	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Nabanjan Maitra	MBV 	D+J	18
REL	242		92078	Gender and Religion	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Claire-Marie Hefner	MBV 	D+J	16
REL	243		92079	Pilgrimage, Voyage, Journey	4		.	T	.	Th	.	.	.	1:30 PM	2:50 PM	Bevin Blaber	MBV 	D+J	16
REL	329		92081	Derrida	4		.	.	W	.	.	.	.	3:30 PM	5:50 PM	Bevin Blaber	MBV 	D+J	16
REL	362		92082	On Dreams & Dreaming in Tibetan Buddhism	4		.	.	W	.	.	.	.	9:10 AM	11:30 AM	Dominique Townsend	MBV 	D+J	12
REL	403		92470	Senior Project Colloquium	0		.	.	.	.	F	.	.	3:00 PM	4:20 PM	Bruce Chilton	None		20
RUS	101		91997	Beginning Russian	4		M	T	W	Th	.	.	.	8:30 AM	9:30 AM	Olga Voronina	FL 		22
RUS	206		91998	Continuing Russian	4		M	T	.	Th	.	.	.	10:10 AM	11:30 AM	Oleg Minin	FL 		15
RUS	225		91999	Russian Art of the Avant-Garde	4		.	T	.	Th	.	.	.	3:30 PM	4:50 PM	Oleg Minin	FL 		20
RUS	418		92399	Kino po-russki: Advanced Russian through Film	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Olga Voronina	FL 		15
SCI	112		91931	Reinventing the Wheel: The Art and Craft of Science	4		.	T	.	Th	.	.	.	3:30 PM	4:50 PM	Daniel Newsome	LS 		22
SCI	143		91940	Life and Death of Stars	4		M	.	.	.	.	.	.	10:10 AM	12:10 PM	Simeen Sattar	LS 		18
 	 		 			and	.	.	W	.	.	.	.	10:10 AM	1:10 PM				
SOC	101		92112	Introduction to Sociology	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Jussara dos Santos Raxlen	SA 	D+J	22
SOC	122		92113	Sociology of Race & Ethnicity	4		.	T	.	Th	.	.	.	1:30 PM	2:50 PM	Jomaira Salas Pujols	SA 	D+J	22
SOC	138		92114	Introduction to Urban Sociology	4		M	.	W	.	.	.	.	11:50 AM	1:10 PM	Peter Klein	SA 	D+J	18
SOC	205		92117	Introduction to Research Methods	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Yuval Elmelech	MC 		15
SOC	247		92118	The American Family	4		.	T	.	Th	.	.	.	1:30 PM	2:50 PM	Yuval Elmelech	SA 		22
SOC	262		92119	Sexualities	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Allison McKim	SA 	D+J	20
SOC	269		92120	Global Inequality and Development	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Peter Klein	SA 	D+J	18
SOC	277		92469	Ethno-religious identity and politics in the Middle East and South Asia	4		.	T	.	Th	.	.	.	8:30 AM	9:50 AM	Karen Barkey	SA 		25
SOC	281		92121	Children, Youth, & Society	4		.	T	.	Th	.	.	.	3:30 PM	4:50 PM	Jomaira Salas Pujols	SA 	D+J	22
SOC	289		92116	Religious Pluralism, Religious Freedom and Interfaith Dialogue	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Karen Barkey	SA 	D+J	22
SOC	373		92122	Sociology of Knowledge	4		.	T	.	.	.	.	.	3:10 PM	5:30 PM	Jussara dos Santos Raxlen	SA 		15
SOC	403		92123	Senior Project Colloquium	0		.	.	.	.	F	.	.	12:30 PM	2:50 PM	Allison McKim	SA 		15
SPAN	106		92001	Basic Intensive Spanish	8		M	T	W	Th	.	.	.	10:30 AM	11:30 AM	John Burns	FL 		22
 	 		 			and	M	T	W	Th	.	.	.	12:00 PM	1:00 PM				
SPAN	201		92002	Intermediate Spanish I	4		M	T	.	Th	.	.	.	11:50 AM	1:10 PM	Nicole Caso	FL 		22
SPAN	202		92003	Intermediate Spanish II	4		M	T	.	Th	.	.	.	11:50 AM	1:10 PM	Melanie Nicholson	FL 		22
SPAN	302		92004	Introduction to Latin American Literature	4		.	T	.	Th	.	.	.	1:30 PM	2:50 PM	Nicole Caso	FL 		14
SPAN	356		92005	Spanish Literary Translation	4		.	T	.	Th	.	.	.	1:30 PM	2:50 PM	Melanie Nicholson	FL 		18
THTR	107	A	92374	Introduction to Playwriting: The Theatrical Voice	4		.	T	.	.	.	.	.	1:30 PM	4:30 PM	Beto O'Byrne	PA 		12
THTR	107	B	92375	Introduction to Playwriting: The Theatrical Voice	4		.	.	.	Th	.	.	.	10:10 AM	1:10 PM	Daaimah Mubashshir	PA 		12
THTR	110	A	92376	Introduction to Acting: The Actor and the Moment	4		M	.	W	.	.	.	.	10:10 AM	11:30 AM	Jack Ferver	PA 		16
THTR	110	B	92377	Introduction to Acting: The Actor and the Moment	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Jonathan Rosenberg	PA 		16
THTR	110	C	92378	Introduction to Acting: The Actor and the Moment	4		.	.	W	.	F	.	.	10:10 AM	11:30 AM	Bhavesh Patel	PA 		16
THTR	144		92392	Outdoor Puppetry Intensive	2		M	.	.	.	.	.	.	10:10 AM	1:10 PM	. TBA	PA 		20
THTR	145		92383	Introduction to Contemporary Performance	4		.	T	.	Th	.	.	.	4:40 PM	6:00 PM	Gideon Lester	AA 		25
THTR	204		92384	Introduction to World Theater Traditions	4		M	.	W	.	.	.	.	11:50 AM	1:10 PM	Miriam Felton-Dansky	AA 		16
THTR	209		92379	Intermediate Acting: Creating a Character	4		.	.	W	.	F	.	.	11:50 AM	1:10 PM	Bhavesh Patel	PA 		16
THTR	219		92380	Introduction to Directing	4		M	.	.	.	.	.	.	1:30 PM	4:30 PM	Ashley Tata	PA 		12
THTR	252		92382	Advanced Acting: Rehearsal and Performance Laboratory	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Jonathan Rosenberg	PA 		12
THTR	265		92394	Seeking Provenance Through Playwriting	4		.	.	W	.	.	.	.	10:10 AM	1:10 PM	Daaimah Mubashshir	PA 	D+J	10
THTR	310		92386	Shakespeare: Director and the Text	4		.	T	.	.	.	.	.	3:10 PM	5:30 PM	Jonathan Rosenberg	AA 		15
THTR	369		92387	Digital Theaters	4		.	T	.	.	.	.	.	12:30 PM	2:50 PM	Miriam Felton-Dansky	AA 		15
THTR	377		92390	NOHing: a performance class with some playwriting on the side	4		.	.	.	.	F	.	.	1:30 PM	4:30 PM	Chiori Miyagawa/Jubilith Moore	PA 		25
 	 		 			and	.	.	W	.	.	.	.	3:10 PM	6:10 PM				
THTR	378		92393	Performance Composition	4		.	T	.	.	.	.	.	1:30 PM	4:30 PM	Jack Ferver	PA 		12
THTR	406		92388	Senior Project Colloquium	0		.	.	.	Th	.	.	.	1:30 PM	3:50 PM	Lindsey J. Liberatore	None		20
WRIT	111		92163	Thinglish: Language Meets Object	4		.	T	.	Th	.	.	.	3:30 PM	4:50 PM	Michael Ives	PA 		12
WRIT	121	A	92159	Fiction Workshop I	4		.	T	.	Th	.	.	.	3:30 PM	4:50 PM	Mary Caponegro	PA 		14
WRIT	121	B	92160	Fiction Workshop I	4		.	T	.	Th	.	.	.	3:30 PM	4:50 PM	Franz Nicolay	PA 		14
WRIT	121	C	92161	Fiction Workshop I	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Benjamin Hale	PA 		14
WRIT	122		92162	The Principles of Prose	4		.	T	.	Th	.	.	.	1:30 PM	2:50 PM	Wyatt Mason	PA 		12
WRIT	123	A	92164	Poetry Workshop I	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Michael Ives	PA 		14
WRIT	123	B	92165	Poetry Workshop I	4		.	T	.	Th	.	.	.	11:50 AM	1:10 PM	Jenny Xie	PA 		14
WRIT	126		92166	Poetics of Attention	4		.	.	W	.	.	.	.	10:10 AM	11:10 AM	Philip Pardi	PA 		14
 	 		 			and	.	.	.	.	F	.	.	10:10 AM	1:10 PM				
WRIT	215		92171	Risk and the Art of Poetry	4		M	.	W	.	.	.	.	11:50 AM	1:10 PM	Dawn Lundy Martin	PA 		12
WRIT	216		92168	Contemporary Asian American and Asian Diasporic Poetics	4		.	T	.	Th	.	.	.	10:10 AM	11:30 AM	Jenny Xie	PA 		12
WRIT	251		92169	The Act(s) of Poetry	4		M	.	W	.	.	.	.	3:30 PM	4:50 PM	Erica Kaufman	PA 		12
WRIT	357		92174	Problems of Perspective	4		.	T	.	.	.	.	.	3:10 PM	5:30 PM	Dinaw Mengestu	PA 	D+J	12
WRIT	369		92172	Toward (A) Moral Fiction	4		M	.	.	.	.	.	.	3:10 PM	5:30 PM	Mary Caponegro	PA 		12
WRIT	370		92176	The Will to Change: Resistance & Persuasion in Poetry and the Arts	4		M	.	.	.	.	.	.	12:30 PM	2:50 PM	Ann Lauterbach	PA 	D+J	12
WRIT	371		92177	Studio in African American Poetry and Poetics	4		.	T	.	.	.	.	.	12:30 PM	2:50 PM	Dawn Lundy Martin	PA 		12
WRIT	372		92468	The Here and Now: Inquiries into the Everyday	4		.	.	.	Th	.	.	.	3:10 PM	5:30 PM	Jenny Offill	PA 		12
WRIT	405		92179	Written Arts Senior Colloquium	1		M	.	.	.	.	.	.	5:40 PM	7:00 PM	. TBA	PA 		30
